Date,Ticker,Close,Close,Close,Close,Close
,,AAPL,MSFT,GOOGL,AMZN,TSLA
2024-04-12,AAPL,175.72027587890625,,,,
2024-04-15,AAPL,171.87841796875,,,,
2024-04-16,AAPL,168.583984375,,,,
2024-04-17,AAPL,167.21046447753906,,,,
2024-04-18,AAPL,166.2549591064453,,,,
2024-04-19,AAPL,164.2245635986328,,,,
2024-04-22,AAPL,165.0605926513672,,,,
2024-04-23,AAPL,166.11561584472656,,,,
2024-04-24,AAPL,168.2256622314453,,,,
2024-04-25,AAPL,169.09158325195312,,,,
2024-04-26,AAPL,168.5043487548828,,,,
2024-04-29,AAPL,172.68460083007812,,,,
2024-04-30,AAPL,169.5294952392578,,,,
2024-05-01,AAPL,168.5043487548828,,,,
2024-05-02,AAPL,172.21682739257812,,,,
2024-05-03,AAPL,182.51817321777344,,,,
2024-05-06,AAPL,180.8560333251953,,,,
2024-05-07,AAPL,181.5427703857422,,,,
2024-05-08,AAPL,181.88119506835938,,,,
2024-05-09,AAPL,183.70260620117188,,,,
2024-05-10,AAPL,182.4368438720703,,,,
2024-05-13,AAPL,185.65603637695312,,,,
2024-05-14,AAPL,186.8021697998047,,,,
2024-05-15,AAPL,189.08450317382812,,,,
2024-05-16,AAPL,189.2041015625,,,,
2024-05-17,AAPL,189.2340087890625,,,,
2024-05-20,AAPL,190.4000701904297,,,,
2024-05-21,AAPL,191.70570373535156,,,,
2024-05-22,AAPL,190.26055908203125,,,,
2024-05-23,AAPL,186.2540283203125,,,,
2024-05-24,AAPL,189.3436279296875,,,,
2024-05-28,AAPL,189.35360717773438,,,,
2024-05-29,AAPL,189.652587890625,,,,
2024-05-30,AAPL,190.6492462158203,,,,
2024-05-31,AAPL,191.6060333251953,,,,
2024-06-03,AAPL,193.38006591796875,,,,
2024-06-04,AAPL,193.69900512695312,,,,
2024-06-05,AAPL,195.21389770507812,,,,
2024-06-06,AAPL,193.8285369873047,,,,
2024-06-07,AAPL,196.23048400878906,,,,
2024-06-10,AAPL,192.4730987548828,,,,
2024-06-11,AAPL,206.4561004638672,,,,
2024-06-12,AAPL,212.35630798339844,,,,
2024-06-13,AAPL,213.52236938476562,,,,
2024-06-14,AAPL,211.77822875976562,,,,
2024-06-17,AAPL,215.94422912597656,,,,
2024-06-18,AAPL,213.5721893310547,,,,
2024-06-20,AAPL,208.97763061523438,,,,
2024-06-21,AAPL,206.7949981689453,,,,
2024-06-24,AAPL,207.4427947998047,,,,
2024-06-25,AAPL,208.36968994140625,,,,
2024-06-26,AAPL,212.5356903076172,,,,
2024-06-27,AAPL,213.3828582763672,,,,
2024-06-28,AAPL,209.91448974609375,,,,
2024-07-01,AAPL,216.02395629882812,,,,
2024-07-02,AAPL,219.53216552734375,,,,
2024-07-03,AAPL,220.80787658691406,,,,
2024-07-05,AAPL,225.5818328857422,,,,
2024-07-08,AAPL,227.056884765625,,,,
2024-07-09,AAPL,227.9139862060547,,,,
2024-07-10,AAPL,232.1995849609375,,,,
2024-07-11,AAPL,226.80772399902344,,,,
2024-07-12,AAPL,229.76776123046875,,,,
2024-07-15,AAPL,233.61483764648438,,,,
2024-07-16,AAPL,234.033447265625,,,,
2024-07-17,AAPL,228.1133270263672,,,,
2024-07-18,AAPL,223.42906188964844,,,,
2024-07-19,AAPL,223.5586395263672,,,,
2024-07-22,AAPL,223.20982360839844,,,,
2024-07-23,AAPL,224.25628662109375,,,,
2024-07-24,AAPL,217.8079376220703,,,,
2024-07-25,AAPL,216.76148986816406,,,,
2024-07-26,AAPL,217.2299041748047,,,,
2024-07-29,AAPL,217.50897216796875,,,,
2024-07-30,AAPL,218.06710815429688,,,,
2024-07-31,AAPL,221.3361053466797,,,,
2024-08-01,AAPL,217.62855529785156,,,,
2024-08-02,AAPL,219.12355041503906,,,,
2024-08-05,AAPL,208.56903076171875,,,,
2024-08-06,AAPL,206.5358428955078,,,,
2024-08-07,AAPL,209.11717224121094,,,,
2024-08-08,AAPL,212.59547424316406,,,,
2024-08-09,AAPL,215.51568603515625,,,,
2024-08-12,AAPL,217.0522918701172,,,,
2024-08-13,AAPL,220.78408813476562,,,,
2024-08-14,AAPL,221.23309326171875,,,,
2024-08-15,AAPL,224.22650146484375,,,,
2024-08-16,AAPL,225.5535888671875,,,,
2024-08-19,AAPL,225.3939208984375,,,,
2024-08-20,AAPL,226.0125732421875,,,,
2024-08-21,AAPL,225.90281677246094,,,,
2024-08-22,AAPL,224.0369110107422,,,,
2024-08-23,AAPL,226.3418426513672,,,,
2024-08-26,AAPL,226.68109130859375,,,,
2024-08-27,AAPL,227.52923583984375,,,,
2024-08-28,AAPL,225.99261474609375,,,,
2024-08-29,AAPL,229.28536987304688,,,,
2024-08-30,AAPL,228.49710083007812,,,,
2024-09-03,AAPL,222.28079223632812,,,,
2024-09-04,AAPL,220.36500549316406,,,,
2024-09-05,AAPL,221.8916473388672,,,,
2024-09-06,AAPL,220.33506774902344,,,,
2024-09-09,AAPL,220.4248809814453,,,,
2024-09-10,AAPL,219.62661743164062,,,,
2024-09-11,AAPL,222.17103576660156,,,,
2024-09-12,AAPL,222.28079223632812,,,,
2024-09-13,AAPL,222.01136779785156,,,,
2024-09-16,AAPL,215.84495544433594,,,,
2024-09-17,AAPL,216.31390380859375,,,,
2024-09-18,AAPL,220.20535278320312,,,,
2024-09-19,AAPL,228.3673858642578,,,,
2024-09-20,AAPL,227.6988525390625,,,,
2024-09-23,AAPL,225.97265625,,,,
2024-09-24,AAPL,226.8706817626953,,,,
2024-09-25,AAPL,225.8728790283203,,,,
2024-09-26,AAPL,227.02035522460938,,,,
2024-09-27,AAPL,227.2897491455078,,,,
2024-09-30,AAPL,232.48831176757812,,,,
2024-10-01,AAPL,225.71322631835938,,,,
2024-10-02,AAPL,226.28196716308594,,,,
2024-10-03,AAPL,225.17440795898438,,,,
2024-10-04,AAPL,226.30194091796875,,,,
2024-10-07,AAPL,221.2031707763672,,,,
2024-10-08,AAPL,225.27420043945312,,,,
2024-10-09,AAPL,229.03591918945312,,,,
2024-10-10,AAPL,228.53700256347656,,,,
2024-10-11,AAPL,227.05029296875,,,,
2024-10-14,AAPL,230.79205322265625,,,,
2024-10-15,AAPL,233.33645629882812,,,,
2024-10-16,AAPL,231.27099609375,,,,
2024-10-17,AAPL,231.6401824951172,,,,
2024-10-18,AAPL,234.4839324951172,,,,
2024-10-21,AAPL,235.96067810058594,,,,
2024-10-22,AAPL,235.342041015625,,,,
2024-10-23,AAPL,230.25323486328125,,,,
2024-10-24,AAPL,230.06365966796875,,,,
2024-10-25,AAPL,230.9018096923828,,,,
2024-10-28,AAPL,232.88743591308594,,,,
2024-10-29,AAPL,233.15684509277344,,,,
2024-10-30,AAPL,229.59469604492188,,,,
2024-10-31,AAPL,225.4138946533203,,,,
2024-11-01,AAPL,222.4204864501953,,,,
2024-11-04,AAPL,221.52244567871094,,,,
2024-11-05,AAPL,222.95928955078125,,,,
2024-11-06,AAPL,222.23089599609375,,,,
2024-11-07,AAPL,226.98043823242188,,,,
2024-11-08,AAPL,226.7107391357422,,,,
2024-11-11,AAPL,223.98373413085938,,,,
2024-11-12,AAPL,223.98373413085938,,,,
2024-11-13,AAPL,224.8727569580078,,,,
2024-11-14,AAPL,227.9693603515625,,,,
2024-11-15,AAPL,224.7528839111328,,,,
2024-11-18,AAPL,227.7695770263672,,,,
2024-11-19,AAPL,228.02928161621094,,,,
2024-11-20,AAPL,228.7484893798828,,,,
2024-11-21,AAPL,228.26902770996094,,,,
2024-11-22,AAPL,229.61753845214844,,,,
2024-11-25,AAPL,232.61424255371094,,,,
2024-11-26,AAPL,234.8018341064453,,,,
2024-11-27,AAPL,234.67198181152344,,,,
2024-11-29,AAPL,237.06935119628906,,,,
2024-12-02,AAPL,239.3268585205078,,,,
2024-12-03,AAPL,242.3834991455078,,,,
2024-12-04,AAPL,242.74310302734375,,,,
2024-12-05,AAPL,242.7730712890625,,,,
2024-12-06,AAPL,242.5732879638672,,,,
2024-12-09,AAPL,246.47900390625,,,,
2024-12-10,AAPL,247.4978790283203,,,,
2024-12-11,AAPL,246.2192840576172,,,,
2024-12-12,AAPL,247.68768310546875,,,,
2024-12-13,AAPL,247.85748291015625,,,,
2024-12-16,AAPL,250.7642822265625,,,,
2024-12-17,AAPL,253.20159912109375,,,,
2024-12-18,AAPL,247.77757263183594,,,,
2024-12-19,AAPL,249.51565551757812,,,,
2024-12-20,AAPL,254.21051025390625,,,,
2024-12-23,AAPL,254.98965454101562,,,,
2024-12-24,AAPL,257.91644287109375,,,,
2024-12-26,AAPL,258.7355041503906,,,,
2024-12-27,AAPL,255.30929565429688,,,,
2024-12-30,AAPL,251.9230194091797,,,,
2024-12-31,AAPL,250.1449737548828,,,,
2025-01-02,AAPL,243.5821990966797,,,,
2025-01-03,AAPL,243.0927276611328,,,,
2025-01-06,AAPL,244.73092651367188,,,,
2025-01-07,AAPL,241.94400024414062,,,,
2025-01-08,AAPL,242.43344116210938,,,,
2025-01-10,AAPL,236.58987426757812,,,,
2025-01-13,AAPL,234.14256286621094,,,,
2025-01-14,AAPL,233.02378845214844,,,,
2025-01-15,AAPL,237.60874938964844,,,,
2025-01-16,AAPL,228.00930786132812,,,,
2025-01-17,AAPL,229.7274169921875,,,,
2025-01-21,AAPL,222.39547729492188,,,,
2025-01-22,AAPL,223.58416748046875,,,,
2025-01-23,AAPL,223.41436767578125,,,,
2025-01-24,AAPL,222.5353240966797,,,,
2025-01-27,AAPL,229.6075439453125,,,,
2025-01-28,AAPL,237.99832153320312,,,,
2025-01-29,AAPL,239.0971221923828,,,,
2025-01-30,AAPL,237.3290557861328,,,,
2025-01-31,AAPL,235.74081420898438,,,,
2025-02-03,AAPL,227.75958251953125,,,,
2025-02-04,AAPL,232.54432678222656,,,,
2025-02-05,AAPL,232.21469116210938,,,,
2025-02-06,AAPL,232.9638671875,,,,
2025-02-07,AAPL,227.3800048828125,,,,
2025-02-10,AAPL,227.64999389648438,,,,
2025-02-11,AAPL,232.6199951171875,,,,
2025-02-12,AAPL,236.8699951171875,,,,
2025-02-13,AAPL,241.52999877929688,,,,
2025-02-14,AAPL,244.60000610351562,,,,
2025-02-18,AAPL,244.47000122070312,,,,
2025-02-19,AAPL,244.8699951171875,,,,
2025-02-20,AAPL,245.8300018310547,,,,
2025-02-21,AAPL,245.5500030517578,,,,
2025-02-24,AAPL,247.10000610351562,,,,
2025-02-25,AAPL,247.0399932861328,,,,
2025-02-26,AAPL,240.36000061035156,,,,
2025-02-27,AAPL,237.3000030517578,,,,
2025-02-28,AAPL,241.83999633789062,,,,
2025-03-03,AAPL,238.02999877929688,,,,
2025-03-04,AAPL,235.92999267578125,,,,
2025-03-05,AAPL,235.74000549316406,,,,
2025-03-06,AAPL,235.3300018310547,,,,
2025-03-07,AAPL,239.07000732421875,,,,
2025-03-10,AAPL,227.47999572753906,,,,
2025-03-11,AAPL,220.83999633789062,,,,
2025-03-12,AAPL,216.97999572753906,,,,
2025-03-13,AAPL,209.67999267578125,,,,
2025-03-14,AAPL,213.49000549316406,,,,
2025-03-17,AAPL,214.0,,,,
2025-03-18,AAPL,212.69000244140625,,,,
2025-03-19,AAPL,215.24000549316406,,,,
2025-03-20,AAPL,214.10000610351562,,,,
2025-03-21,AAPL,218.27000427246094,,,,
2025-03-24,AAPL,220.72999572753906,,,,
2025-03-25,AAPL,223.75,,,,
2025-03-26,AAPL,221.52999877929688,,,,
2025-03-27,AAPL,223.85000610351562,,,,
2025-03-28,AAPL,217.89999389648438,,,,
2025-03-31,AAPL,222.1300048828125,,,,
2025-04-01,AAPL,223.19000244140625,,,,
2025-04-02,AAPL,223.88999938964844,,,,
2025-04-03,AAPL,203.19000244140625,,,,
2025-04-04,AAPL,188.3800048828125,,,,
2025-04-07,AAPL,181.4600067138672,,,,
2025-04-08,AAPL,172.4199981689453,,,,
2025-04-09,AAPL,198.85000610351562,,,,
2025-04-10,AAPL,190.4199981689453,,,,
2025-04-11,AAPL,198.14999389648438,,,,
2024-04-12,MSFT,,418.703369140625,,,
2024-04-15,MSFT,,410.5059509277344,,,
2024-04-16,MSFT,,411.43878173828125,,,
2024-04-17,MSFT,,408.7195739746094,,,
2024-04-18,MSFT,,401.2069091796875,,,
2024-04-19,MSFT,,396.095947265625,,,
2024-04-22,MSFT,,397.9219970703125,,,
2024-04-23,MSFT,,404.48193359375,,,
2024-04-24,MSFT,,405.9606628417969,,,
2024-04-25,MSFT,,396.0165710449219,,,
2024-04-26,MSFT,,403.2414245605469,,,
2024-04-29,MSFT,,399.20220947265625,,,
2024-04-30,MSFT,,386.3800964355469,,,
2024-05-01,MSFT,,391.9476318359375,,,
2024-05-02,MSFT,,394.82562255859375,,,
2024-05-03,MSFT,,403.57879638671875,,,
2024-05-06,MSFT,,410.4067077636719,,,
2024-05-07,MSFT,,406.2384948730469,,,
2024-05-08,MSFT,,407.429443359375,,,
2024-05-09,MSFT,,409.1959533691406,,,
2024-05-10,MSFT,,411.5975646972656,,,
2024-05-13,MSFT,,410.5853271484375,,,
2024-05-14,MSFT,,413.40380859375,,,
2024-05-15,MSFT,,420.6317138671875,,,
2024-05-16,MSFT,,418.5538330078125,,,
2024-05-17,MSFT,,417.7783203125,,,
2024-05-20,MSFT,,422.878662109375,,,
2024-05-21,MSFT,,426.5572814941406,,,
2024-05-22,MSFT,,428.0286865234375,,,
2024-05-23,MSFT,,424.529052734375,,,
2024-05-24,MSFT,,427.6707763671875,,,
2024-05-28,MSFT,,427.829833984375,,,
2024-05-29,MSFT,,426.6865234375,,,
2024-05-30,MSFT,,412.2704162597656,,,
2024-05-31,MSFT,,412.7277526855469,,,
2024-06-03,MSFT,,411.1270446777344,,,
2024-06-04,MSFT,,413.6623229980469,,,
2024-06-05,MSFT,,421.5563659667969,,,
